Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,9.38416349072213e-08,93.7569274902344,10223,0.00917117577046156,46.9863014221191,4.37041759490967,1.04724085330963,1.74547588825226,718.452514648438,194673.734375,78585.875,40746.515625,93843.2734375,27889.51953125,1801240.25,-9382962
AF4,9.49386134152519e-08,122.014678955078,12065,0.0101131107658148,51.5884857177734,6.14072561264038,0.724246978759766,1.62991106510162,127.599639892578,295034.1875,86781.3046875,31412.673828125,64078.17578125,45536.375,1983465.5,-12377009
F7,-2.92793885137144e-07,80.522216796875,51,1.57886695861816,39.1024208068848,4.82785701751709,0.603495001792908,1.35582423210144,0.0272497292608023,210901.75,63621.98828125,36370.73828125,76994.9609375,35745.484375,1643781.625,-10206259
F3,-9.41408089261131e-08,121.662712097168,1690,0.0719897672533989,77.8028793334961,4.7332124710083,0.664518594741821,1.42835712432861,135.565902709961,390955.375,158312.390625,89925.65625,173518.5,63960.546875,2988868.75,-18687684
F4,-8.27721109430968e-08,184.777404785156,7008,0.026366638019681,278.081878662109,4.10029554367065,0.314299404621124,1.28892230987549,186.46337890625,2283794.5,390865.03125,81929.7109375,118979.7421875,65195.4296875,10655334,-91280832
F8,7.81847404596192e-08,164.537689208984,20,8.22688484191895,218.673110961914,5.19984865188599,0.471315205097198,1.40189349651337,71.9999160766602,1502087.75,396899.375,153810.34375,222635.640625,91998.3359375,8428742,-66917976
FC5,-1.9027612552236e-07,87.0558929443359,25778,0.00337713910266757,48.2515754699707,5.54514360427856,0.611307501792908,1.39648377895355,543.546325683594,286049.75,78609.96875,38775.02734375,83175.796875,48557.91015625,1871265.25,-11519233
FC6,-3.51033513368293e-08,95.6404876708984,6086,0.0157148353755474,27.9481201171875,6.89401960372925,0.666107356548309,1.41400802135468,599.468078613281,134198.921875,39714.609375,22289.6875,54128.33203125,37302.2265625,1078570,-6034818.5
T7,3.95660642027451e-08,130.374374389648,8198,0.0159031935036182,116.434005737305,4.17604494094849,0.576301634311676,1.44325160980225,1.15180146694183,509696.4375,158936.203125,93624.8984375,177177.734375,78923.75,4494081,-32360948
T8,-2.39341035879193e-09,93.3753051757812,19350,0.00482559716328979,38.8517532348633,5.45403051376343,0.674906492233276,1.4771853685379,702.552124023438,193511.203125,57017.6015625,34138.97265625,70943.1484375,42230.171875,1508712.5,-8919998
P7,1.52380465578972e-07,103.235206604004,21377,0.00482926517724991,99.4235763549805,4.07302379608154,0.611590027809143,1.38687086105347,1.8524968624115,350654.25,79373.6796875,65989.140625,180371.625,105350.0234375,3856477.75,-27436934
P8,-1.81101384555404e-07,241.300018310547,6001,0.0402099676430225,522.9208984375,6.02644157409668,0.311382293701172,1.3651305437088,322.532012939453,2913607.5,529950.25,196779.234375,231263.09375,90072.4765625,20160612,-194650208
O1,1.50784856600694e-07,99.15380859375,8655,0.0114562455564737,37.8508949279785,5.93732976913452,0.68982994556427,1.38271868228912,133.562530517578,165381.78125,54477.421875,31741.150390625,89090.71875,53962.84765625,1454847.875,-8301967.5
O2,-8.21737557998858e-08,93.5317459106445,4425,0.0211371183395386,35.985782623291,5.90055751800537,0.740622222423553,1.55125856399536,614.229187011719,166799.6875,46759.3359375,27388.197265625,63004.921875,44650.3515625,1384097.75,-7950721
