Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-1.61085083250852e-15,729.3817,22263,0.0327620581233437,1844.08601653205,12.7866808009276,0.227770425355229,1.40113462717236,7.11705071487793,4514075.20732949,455992.907805613,240229.426065002,337504.792747841,305629.188361973,71477379.8385843,-856450080.709863
AF4,7.59358648903924e-15,277.2603,2493,0.111215523465704,246.972502626742,15.2739886948576,0.427378663593304,1.48975255065503,13.0062460983066,520131.952847249,154961.86480435,123052.92378301,157344.846710087,112570.640918217,10212895.0749273,-96110064.8703123
F7,3.10281968475811e-15,216.832,28490,0.00761081081081081,258.754516802328,6.47336911009022,0.694523527173883,1.41072303322586,206.752368571798,614921.674561997,283735.317044112,254502.484049166,512161.973611365,410387.594809522,10029341.1460983,-77157840.2412071
F3,7.48956475631267e-15,609.6329,249,2.44832489959839,478.493268643381,35.808528406892,0.467852756922391,1.41057825478645,82.6467523928862,1103279.47094035,303389.637436122,230453.499783731,420467.652344081,335809.956653305,18591618.1525236,-186493943.628748
F4,-2.48344456760908e-14,370.9386,20721,0.0179015781091646,1207.37847205783,6.2394389744745,0.365592321322947,1.38433487856402,142.559551526994,4929196.97009522,835479.193264402,393280.199971841,691999.906564369,484129.533124079,46398401.7075365,-488834979.838687
F8,-7.47767655828678e-15,445.8196,15449,0.0288575053401515,901.985197781419,9.41864222494963,0.356125235960555,1.38515730041504,91.6263375010694,3289096.53444248,484943.896853263,267016.460106328,489753.195780019,349376.741861483,34850363.6243312,-368028149.058557
FC5,-1.52466139682079e-15,317.4976,16379,0.0193844312839612,271.206377810198,10.3393918942581,0.592091017769701,1.44931352750089,100.319403591579,477702.495351431,114876.931163296,103756.234026544,354777.559034723,325717.296202647,10489871.2452601,-92773400.6230888
FC6,2.03882596144067e-15,487.9039,33407,0.0146048403029305,1471.55265083791,15.9063525887046,0.244287916160661,1.41271654461432,24.7352833709643,5724440.13318723,265078.937916568,107845.959972961,325113.797005167,275694.85012973,56356343.8515382,-654783571.04184
T7,7.72732871683054e-15,217.5415,26209,0.00830025945285971,227.907781445664,8.46071331650756,0.749948741285521,1.43386024723329,66.5516632674985,397500.996025219,156720.120165426,188572.368349356,494175.914805925,448597.18045924,8804719.26649145,-67874758.6703758
T8,-2.13987564466076e-15,230.5608,2604,0.0885410138248848,246.082021978415,6.56193578997191,0.670585539187616,1.43504178315142,274.207422593648,330375.159084427,134702.567343202,206264.163477572,407342.70705756,390974.099990154,9422941.41020436,-77065272.0459142
P7,5.26535720690573e-15,205.8501,4556,0.0451821992976295,276.268486837262,6.26565277504751,0.577938891637746,1.38177729359766,51.3928324607844,469461.167783652,163302.987345606,228573.77897626,462014.706866038,251212.906003701,10699775.01456,-90837116.9245105
P8,1.96155267427237e-15,259.7867,422,0.615608293838863,248.09485341835,5.72960060423735,0.65017859585942,1.3867956286452,5.98516504158514,512832.8576176,305932.235203982,287760.709165857,475076.351771971,299195.824685141,9546913.47829812,-74395364.095065
O1,3.12065198179695e-15,830.6379,31905,0.0260347249647391,6370.78121809723,7.46836662046727,0.125098375952629,1.35923884665091,0.175161687307308,7834072.80017901,427344.332429014,193829.365464207,427589.423024111,281003.901663601,250607782.675567,-3325728149.95622
O2,-5.46857109191084e-15,153.8927,2051,0.0750330082886397,205.57340254178,4.50711360009291,0.643346669233712,1.44988724040154,3.82280204963733,279490.28304772,93440.7218986063,87983.0747247334,324070.761097413,287353.198847284,7875917.75849672,-63110137.1397861
