Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,2.97281502525948e-07,205.501251220703,20,10.2750625610352,311.827331542969,4.42150974273682,0.719021916389465,1.25664019584656,293.64453125,1444925.75,559553.375,601860.0625,1080469.375,232727.609375,11986790,-88450056
AF4,7.4993522503064e-08,250.360107421875,31,8.07613277435303,188.61262512207,8.45769023895264,0.829713881015778,1.28053736686707,28.1122493743896,646567.5,256021.3125,243638.34375,923506.1875,172262.328125,7234322,-50223612
F7,-4.14857801445123e-08,303.774536132812,18846,0.0161187797784805,219.757263183594,14.086220741272,0.750544369220734,1.2661155462265,143.49430847168,940507.6875,272000.0625,248829.640625,898856.3125,191494.109375,8416364,-65692704
F3,-7.04061591250138e-08,193.352294921875,41,4.71590948104858,203.951812744141,3.92546892166138,0.851024031639099,1.24746823310852,58.9661140441895,514098.84375,289438.6875,462889.5,941042.625,341401,7809613,-51474000
F4,2.23783871433625e-07,152.162170410156,13125,0.0115933082997799,203.365707397461,3.66581654548645,0.809712588787079,1.26037240028381,74.6408462524414,696753.25,344364.5,282866.09375,966144.25,201975.84375,7796474.5,-52520600
F8,2.32160815016869e-07,394.271911621094,100,3.94271922111511,508.155975341797,12.7792882919312,0.595127701759338,1.17269229888916,21.093921661377,2888762.5,708639.25,342713.3125,1515158.875,192998.671875,19487834,-171230896
FC5,-1.11692486370885e-08,202.090744018555,4580,0.0441246181726456,243.88069152832,4.46828269958496,0.839934706687927,1.2788747549057,46.3788070678711,947074.4375,386318.59375,253004.4375,1209191.25,198116.046875,9357044,-65272996
FC6,9.09495980749853e-08,217.357696533203,8240,0.0263783615082502,315.011413574219,4.278235912323,0.747398912906647,1.20418167114258,251.623184204102,1220294,499030.59375,628261.75,1305420.25,236276.234375,12075918,-88270000
T7,-2.01046475467592e-07,185.268814086914,26259,0.00705544045194983,275.115234375,4.19103002548218,0.800752758979797,1.2764847278595,51.7248497009277,1157852.5,464765.40625,283813.28125,1240847,208803.640625,10577605,-75816456
T8,1.47593638644139e-07,210.476654052734,8240,0.0255432836711407,318.37158203125,4.25700426101685,0.739842772483826,1.20930314064026,259.320220947266,1286762.375,516706.5625,622887.625,1280032.125,237209.0625,12200316,-89429736
P7,2.52105905929056e-07,190.110336303711,40,4.75275850296021,267.621398925781,4.40237092971802,0.801515340805054,1.27610099315643,8.39982986450195,1120772.875,427959.40625,273820,1211896.75,202402.25,10264495,-73588392
P8,-8.35699154322356e-08,328.040588378906,87,3.77058148384094,434.168914794922,8.5185022354126,0.629050731658936,1.22353732585907,32.013370513916,2224653,692863.3125,334298,1318954.125,226941.28125,16656122,-140253328
O1,6.86111008008083e-08,189.870956420898,27,7.03225755691528,257.644317626953,3.7224018573761,0.793221771717072,1.21687877178192,291.886291503906,863776.9375,398792.9375,463069.90625,1223129.75,227576.796875,9872855,-68669968
O2,7.10045071627974e-08,167.276458740234,25,6.69105815887451,206.440383911133,3.59670519828796,0.839416205883026,1.24541437625885,335.583862304688,659838.5,326600.40625,311866.15625,1096391.125,197750,7910336.5,-52470504
