Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,9.5736414351677e-09,223.372955322266,4767,0.0468581840395927,223.655914306641,7.30305194854736,0.484466344118118,1.26642692089081,1.52076458930969,1470980,393716.3125,268664.78125,276545.4375,132220.953125,8589687,-68723328
AF4,-1.62751902621494e-07,442.550170898438,29604,0.0149489995092154,712.04150390625,11.76917552948,0.318105727434158,1.18042540550232,129.803009033203,5316366,861490.75,486288.21875,377980.75,155731.609375,27482376,-276408928
F7,-1.3881779636904e-07,890.57568359375,1824,0.488254219293594,6908.00439453125,5.71425151824951,0.0869587436318398,1.1103218793869,60.2727699279785,27577558,527381.5625,169672.03125,179065.65625,105071.265625,268283232,-3515444224
F3,5.78407508555756e-08,116.914642333984,24247,0.00482181878760457,104.413497924805,3.89577603340149,0.609509527683258,1.29638731479645,471.676177978516,534836.9375,199058.15625,165996.078125,216970.96875,100363.703125,4000204,-26316846
F4,-6.70154918225307e-08,248.345825195312,33,7.52563095092773,281.574462890625,6.71072149276733,0.431017756462097,1.27395915985107,47.7113914489746,2050999,385950.59375,248907.15625,268334.0625,134196.21875,10875284,-92046648
F8,1.57965089897516e-07,413.430358886719,11085,0.0372963771224022,417.119964599609,13.4739418029785,0.334000319242477,1.26741433143616,164.8037109375,2943373.25,441538,225833.9375,223272.796875,121372.75,16092015,-153552208
FC5,6.38242791950461e-09,144.814819335938,680,0.212962970137596,123.228157043457,6.12278413772583,0.6146439909935,1.34602415561676,564.740417480469,543674.625,170450.34375,158486.578125,218484.8125,143311.875,4749510,-34275140
FC6,4.78682071758385e-09,141.968322753906,690,0.205751195549965,66.9645309448242,6.82188034057617,0.691555380821228,1.37887763977051,612.431884765625,347365.84375,93720.3203125,87302.9140625,144194.59375,101287.8203125,2564801.5,-16020906
T7,-2.8122570938649e-07,201.724487304688,1878,0.107414528727531,718.98828125,3.23881387710571,0.353275835514069,1.20622384548187,345.100555419922,6743258.5,1528649.625,385112.625,400736.5625,212661.734375,27527786,-246881408
T8,7.97803494378968e-08,130.936050415039,28514,0.00459199165925384,140.433929443359,4.11343860626221,0.629374027252197,1.30479741096497,2.1017279624939,764707.875,286340.375,242567.03125,273289.71875,156671.4375,5393373,-36353124
P7,6.70154918225307e-08,148.704162597656,15677,0.00948549900203943,150.59521484375,4.16963338851929,0.686701118946075,1.28708624839783,63.7948341369629,640229.875,252820.171875,290894.125,414109.28125,186008.5,5790280,-38982240
P8,1.65145323194338e-07,839.746826171875,175,4.79855346679688,551.686828613281,134.017318725586,0.321042090654373,1.28201794624329,63.8593978881836,1558477.75,204500.8125,256412.15625,325799.4375,148056.0625,21107292,-263779872
O1,-1.07005391214443e-07,560.435791015625,564,0.993680477142334,349.695373535156,87.2216339111328,0.43214812874794,1.33090054988861,2.72941017150879,2340556.5,217247.78125,198751.484375,315301.875,194552.15625,13407761,-143255984
O2,-2.64771017555177e-07,517.843078613281,41,12.6303186416626,705.315185546875,22.9075679779053,0.336716651916504,1.20921385288239,2.94913578033447,5656039,712972.1875,482400.59375,439159.21875,182033.3125,27067844,-275045056
