Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-6.7175051299273e-07,230.074554443359,27050,0.00850552879273891,348.264831542969,4.66169929504395,0.452016353607178,1.26088273525238,55.5574150085449,2240141,775862.25,393168.28125,334472.5625,185168.90625,13355131,-110415424
AF4,-1.35626592623339e-07,215.702087402344,6279,0.0343529358506203,303.542877197266,4.89645767211914,0.42999479174614,1.22529268264771,52.7296104431152,1904876.75,706189.625,396970.90625,276639.5,132457.421875,11627663,-95299368
F7,6.47816420951131e-07,136.903411865234,6383,0.0214481297880411,230.641815185547,3.4755380153656,0.515973925590515,1.31437158584595,223.706237792969,1264870.875,369220.34375,271706.5625,279995.15625,178270.0625,8835500,-68443088
F3,2.13412420180248e-07,114.785842895508,9859,0.0116427466273308,151.634567260742,3.77221870422363,0.559065818786621,1.35237646102905,234.934356689453,850631.5,245537.03125,162742.265625,215732.65625,135693,5812623,-42532392
F4,-1.26052952964528e-07,209.713073730469,9960,0.0210555288940668,337.886840820312,4.33028173446655,0.569802701473236,1.32848954200745,231.618988037109,1825901.375,602586.875,369583.78125,512170.75,325305.4375,12998500,-104777440
F8,1.85090399895671e-07,246.502960205078,13569,0.0181666277348995,478.173522949219,4.53044414520264,0.402404606342316,1.27566766738892,142.864654541016,3059657.25,688584.75,366332.3125,371385.875,207278.0625,18301012,-163758496
FC5,-2.92394958023579e-07,158.309646606445,50,3.16619300842285,198.218139648438,4.17969703674316,0.64485776424408,1.34970200061798,323.140991210938,1005723.9375,297422,240995.515625,380476.53125,256839.09375,7584529,-55743280
FC6,-2.4348962597287e-06,223.714050292969,4404,0.0507979206740856,377.956390380859,4.12856817245483,0.422065526247025,1.32873833179474,117.08748626709,2603490.5,468701.28125,219726.015625,294097.15625,199078.59375,14460747,-126066912
T7,3.07254055087469e-07,165.480194091797,1067,0.15508921444416,287.820556640625,3.78160977363586,0.483095973730087,1.27559375762939,286.800079345703,1495893.25,450556.6875,346386,350912.0625,177465.28125,11053835,-89704616
T8,-7.35743071800243e-07,305.303131103516,19416,0.0157243069261312,599.604919433594,5.03698587417603,0.371460825204849,1.14678776264191,177.426849365234,4124936.75,1037409.9375,1014127.5625,356990.875,168631.828125,22950440,-207923440
P7,-5.04211811858113e-07,220.281463623047,23208,0.00949161779135466,350.435272216797,4.59000825881958,0.464052021503448,1.22842013835907,353.973419189453,2110746.75,684835.125,478409.15625,425843.28125,176589.96875,13459232,-111031256
P8,-7.65093545851414e-07,264.049072265625,3193,0.0826962366700172,353.815093994141,5.02712917327881,0.439626932144165,1.20318555831909,59.7946662902832,1937383.75,633898.6875,627419.5625,344463.4375,153628.65625,13554611,-113555736
O1,4.50958395958878e-07,255.276702880859,24067,0.0106069184839725,365.564086914062,4.59517335891724,0.414144098758698,1.26351130008698,21.8739070892334,2592890,572378.8125,298955.90625,329738.34375,160219.21875,14045568,-120265936
O2,-3.43055504004042e-08,343.83251953125,8129,0.0422970242798328,1150.10888671875,3.83788561820984,0.252203971147537,1.13422417640686,126.939117431641,11519612,1706511.625,351318.40625,307620.03125,147645.515625,44024216,-437130080
