Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,1.62571108004089e-15,489.7436,1739,0.281623691776883,1224.1175242821,7.70869976258917,0.155208261818267,1.31736936377696,29.930333023183,1496867.91018227,263034.535727402,132115.648175045,122442.31098502,79872.1201765203,47178149.5183787,-538965438.825921
AF4,1.49196885224959e-15,291.0257,6320,0.0460483702531646,685.015094819441,5.87721104691922,0.174579851158934,1.29722685674934,231.024686728204,938959.821639943,221556.962298464,121998.047053914,91753.6028261857,49415.2356724067,26289124.6442263,-279935240.485396
F7,4.2500307942568e-16,483.8461,14835,0.0326151735760027,2486.04556732409,5.90671703077143,0.100339128456534,1.3678627204515,87.579635305361,732845.371346476,108948.866833385,83845.8756571703,98920.3307041465,74833.951696305,95702963.1557034,-1184129097.8942
F3,-1.06325071094082e-15,521.2819,7508,0.0694301944592435,2081.03099614833,9.04022935687705,0.0960641316642065,1.41730492645629,78.2256395196217,713447.499447445,91173.4372004417,53285.408975233,72489.0377612939,51793.682815141,79881362.7764595,-993325406.977163
F4,2.57973897161881e-15,1214.1026,315,3.85429396825397,2431.87047240361,108.855540662025,0.162297559089195,1.39276792226155,11.863937760982,1578165.16629491,206962.801097378,131606.867621441,246389.257474342,210040.373387951,93617540.340963,-1335807473.65478
F8,7.9732658134912e-15,1486.1538,6138,0.242123460410557,6816.28551617153,39.26382345472,0.0719043290740786,1.29392345525176,9.16244954005887,2979767.91099283,269964.110695938,131337.317464861,144870.826638157,93897.078665124,260763758.104919,-3799970716.12648
FC5,-4.36426894716186e-16,396.4099,6616,0.0599168530834341,746.186450878109,9.4554845281676,0.232843830140345,1.4082979598498,117.576384766117,579188.839273821,92502.4614336621,78946.6494410879,156760.286540023,134636.473304033,28557018.9670102,-313273535.81022
FC6,-4.12817676449139e-15,552.3079,14954,0.0369337902902234,3034.08879149703,6.00593348594969,0.0954126098220193,1.37404340485547,41.1511003675293,1317166.65479366,145779.963390305,69665.2316269034,103978.652605957,83003.9896929724,116140469.778612,-1462469232.65606
T7,4.33176215568481e-16,408.4616,27950,0.0146140107334526,2069.3074044305,4.77136468823486,0.113866510764201,1.33644287924183,45.1974683121224,885315.184246899,142679.041719182,108718.046542613,121853.257346939,73147.9607595784,79546329.7313611,-956272387.735475
T8,-9.25681969409935e-15,1460.769,6425,0.227357042801556,10465.102034545,14.3649268977722,0.0651124894280391,1.06893784538313,21.5534942743508,10013161.0638498,622882.339765895,563644.885943956,155247.403995955,72421.730804474,400788698.956843,-5810489606.38004
P7,1.22448439666699e-15,310.7691,173,1.79635317919075,1019.6095139464,4.84681163510328,0.176966100576582,1.28423401788288,64.6610175764202,1016862.05080639,217046.094842574,161999.879722473,171256.237431345,76839.9698665604,39570371.3088474,-435813434.68805
P8,-2.85316752621435e-15,709.2307,404,1.75552153465347,2640.11945074778,15.2927137183146,0.104722087084778,1.25113317107334,29.4648551068824,1316350.02856145,220466.265449658,242172.114651542,131905.991603497,65326.5586279033,101126614.278307,-1316428605.78967
O1,-3.86366435841527e-16,388.7179,351,1.1074584045584,1257.53991550336,7.69475539698753,0.137950162160672,1.32737191003177,61.9723620671046,1226996.6117495,171333.08115734,90607.5934550543,111112.101929519,62865.8466600292,48540135.8751293,-562668608.877086
O2,1.63462722856031e-15,1233.5896,247,4.99428987854251,2302.87780605465,62.2655134935265,0.109828347011791,1.21485057500164,13.3732669990892,4450527.14224909,502216.109709684,111933.719248842,104388.747077407,60310.567373335,88113663.2269555,-1196188768.94824
