Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-2.71053721689896e-07,111.690200805664,14617,0.0076411166228354,100.04899597168,4.50369930267334,0.45513442158699,1.1357889175415,83.224983215332,575315.1875,275446.5625,198048.21875,121073.7109375,38756.37890625,3830422.25,-26092638
AF4,-5.26550287816008e-08,59.6526947021484,4240,0.0140690319240093,30.5752582550049,4.36866664886475,0.579953193664551,1.31525385379791,451.847412109375,167106.828125,71047.3125,49445.96875,47882.22265625,28827.33203125,1173744.375,-6390782
F7,4.62725999739177e-08,114.181282043457,4342,0.0262969322502613,88.3821716308594,6.79131889343262,0.372980564832687,1.29226613044739,352.690673828125,542645.75,99584.125,62304.7890625,57364.59375,33030.12890625,3383822.5,-25956618
F3,-9.71425492934941e-07,105.460098266602,1881,0.0560659728944302,88.8745422363281,4.9069447517395,0.383921176195145,1.25499081611633,289.667785644531,558688.9375,128871.03125,73733.8046875,64431.67578125,32584.16015625,3423695.25,-25297590
F4,-1.14883697222012e-07,63.5769195556641,2003,0.0317408479750156,49.4668083190918,3.54039454460144,0.483122140169144,1.3047958612442,348.110626220703,367777.1875,99915.0859375,53656.171875,52438.06640625,31623.44921875,1899990.75,-11734265
F8,1.15681499934794e-08,139.836944580078,4572,0.0305855087935925,200.772079467773,3.58370733261108,0.294905215501785,1.18694949150085,414.159240722656,1970686,386751.34375,88538.140625,73003.7734375,39988.1640625,7698959,-61954928
FC5,-3.63798392299941e-07,74.9258422851562,1495,0.0501176193356514,44.7574424743652,4.37594032287598,0.519493758678436,1.29837191104889,922.333251953125,294375.625,77542.296875,57416.10546875,60679.5546875,32629.0703125,1714580.125,-10448881
FC6,8.1375951310747e-08,164.888641357422,1111,0.148414611816406,495.472381591797,2.67585968971252,0.237142443656921,1.07985508441925,335.685577392578,5239447.5,772532.5,173951.421875,121878.9296875,49938.9609375,19016044,-171679120
T7,3.43055504004042e-08,98.6660614013672,13717,0.00719297677278519,66.3198776245117,4.41976928710938,0.457391411066055,1.21466171741486,223.980728149414,379295.8125,128187.765625,116773.0546875,72521.4296875,32115.873046875,2538500.5,-16773901
T8,-8.01792481297525e-08,67.7205581665039,2119,0.0319587327539921,40.5104713439941,4.12430477142334,0.55918025970459,1.26746034622192,450.486480712891,222863,85549.9453125,85398.9765625,62823.9296875,33002.2734375,1556888.375,-8909904
P7,1.46795841260428e-07,125.283378601074,3825,0.0327538251876831,125.778129577637,4.61466979980469,0.400110900402069,1.18098711967468,483.522338867188,796638.0625,225299.1875,175142.9375,104744.5078125,43556.34765625,4815509,-35711280
P8,2.5130809433449e-08,80.7196655273438,15916,0.00507160509005189,57.2586784362793,4.10619735717773,0.531353533267975,1.21371448040009,36.5261688232422,256477.4375,111157.921875,143558.3125,88523.6875,36126.57421875,2192677,-13534767
O1,-2.84815826034901e-07,142.774124145508,47,3.03774738311768,71.7559585571289,6.79404592514038,0.500765144824982,1.24822878837585,141.110946655273,390596.40625,133694.1875,129487.328125,90642.34375,45125.203125,2748533.5,-18445212
O2,1.02916644095785e-07,152.684371948242,2540,0.0601119585335255,113.521774291992,6.12237691879272,0.471167981624603,1.15557503700256,37.3372840881348,563103.9375,248962.84375,277067.375,139133.953125,50332.4296875,4348564,-30488416
