Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,1.85090399895671e-07,108.546356201172,2205,0.0492273718118668,183.456130981445,2.60812950134277,0.921826183795929,1.13836479187012,297.167633056641,356420.5625,247641.640625,117388.90625,1569688,43282.94140625,7028775,-44216056
AF4,-1.64995725526751e-07,142.939331054688,2637,0.0542052835226059,174.423889160156,3.05125522613525,0.921447277069092,1.25645458698273,196.662414550781,427900.40625,283516.875,167035.09375,1121841,201965.609375,6677621,-41863620
F7,-1.58762887281227e-07,159.964584350586,16246,0.0098463986068964,187.108154296875,3.25090980529785,0.90057247877121,1.27280342578888,422.788848876953,602146.1875,402859.09375,155991.59375,1089417.625,198018.515625,7166700,-45305620
F3,1.01719940914791e-07,281.072021484375,4734,0.0593730509281158,288.061645507812,5.70999526977539,0.796159207820892,1.21496021747589,34.4297752380371,1103426.5,450277,247369.109375,1487694,181982.25,11026005,-80181728
F4,-1.49987045006128e-07,138.690200805664,3952,0.0350936725735664,177.555725097656,3.27417659759521,0.915267467498779,1.27700936794281,488.238861083984,509838.5625,319007.5,144856.359375,1067279.75,210042.625,6798475.5,-42727036
F8,-6.54198828442532e-08,267.019622802734,4734,0.0564046502113342,314.883422851562,5.01675701141357,0.762115716934204,1.2397129535675,35.5829124450684,1302150.75,531201.3125,216963.171875,1389410.75,205487.9375,12059262,-89642696
FC5,5.74418486110062e-08,170.214172363281,4739,0.0359177403151989,236.315795898438,3.27031755447388,0.843137383460999,1.23221552371979,54.8656387329102,807361.375,433436.15625,215331.65625,1333507.625,216109.875,9045699,-60938296
FC6,2.33357511092436e-07,109.59342956543,20706,0.00529283424839377,201.085815429688,2.74564933776855,0.886596441268921,1.14497601985931,284.766265869141,593064.5625,247305.734375,138451.875,1564660,49875.2578125,7703386,-49584508
T7,-2.27373988082036e-07,221.267883300781,4734,0.0467401519417763,285.466461181641,4.31896448135376,0.776729762554169,1.22625279426575,42.1306304931641,1109068.375,411185.15625,263673.25,1368660.875,204187.765625,10933139,-79096056
T8,1.17127520127269e-07,109.382736206055,21550,0.00507576484233141,203.402404785156,2.76008892059326,0.88058078289032,1.14813959598541,280.648681640625,623647.375,257657.984375,150630.828125,1545672.25,58585.26953125,7788095.5,-50103480
P7,-2.09822317742692e-07,113.504203796387,11109,0.0102173192426562,193.241470336914,2.52427911758423,0.902264595031738,1.12410998344421,440.192504882812,422296.78125,244767.140625,139177.6875,1589587.5,61518.3125,7398785.5,-46968984
P8,1.80702485863549e-07,114.159759521484,20706,0.00551336631178856,207.925384521484,2.80897879600525,0.873703002929688,1.14678740501404,271.880462646484,640429.125,248795.90625,134368.34375,1564185.75,52499.3828125,7962873,-51763076
O1,2.39341044760977e-08,173.072616577148,2340,0.0739626586437225,194.676376342773,3.16153907775879,0.900440037250519,1.263223528862,156.54508972168,727128.5625,353077.8125,142403.046875,1187805.25,158683.4375,7459194.5,-47603612
O2,-7.06056084709417e-08,106.502471923828,4369,0.0243768524378538,191.9111328125,2.62170195579529,0.907944619655609,1.12457382678986,473.27001953125,440182.3125,263216.5,113199.734375,1600105,49655.5234375,7349065,-46522016
