Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-9.00720124263898e-07,200.478530883789,4917,0.0407725311815739,369.022277832031,4.36847925186157,0.414140492677689,1.10360372066498,206.300140380859,2242125,781807.375,703303,392968.75,106886.828125,14132628,-116567432
AF4,-1.89877226830504e-07,130.1494140625,13676,0.00951662845909595,116.010734558105,4.72679471969604,0.546686470508575,1.30916404724121,319.268737792969,629234.4375,204422.59375,181650.328125,167044.28125,95410.6875,4442653.5,-31200456
F7,-2.39341034102836e-07,240.139907836914,7068,0.0339756533503532,286.957641601562,6.63781070709229,0.387413889169693,1.27370059490204,162.412719726562,1723354.125,341975.65625,251495.703125,212944.859375,111202.5,11013585,-96275504
F3,4.05483604026813e-07,159.952239990234,15,10.6634826660156,220.375900268555,4.01252794265747,0.447465002536774,1.21935713291168,103.782806396484,1217359.375,378859.21875,330124,248430.59375,99945.875,8455765,-66376416
F4,-2.80029013310923e-07,131.601654052734,17893,0.00735492398962379,149.427581787109,3.78404808044434,0.525873184204102,1.29195868968964,253.604583740234,959245,294750.59375,245191.515625,198497.6875,108316.984375,5725896.5,-40792120
F8,2.74444403203233e-07,212.414505004883,13738,0.015461822040379,362.219909667969,4.26809024810791,0.370855987071991,1.22714519500732,260.08203125,2872677,595286.6875,292883.21875,249651.34375,118023.171875,13858611,-118915416
FC5,-2.25379483964616e-08,138.080612182617,8318,0.0166002176702023,145.320785522461,4.16187810897827,0.560345590114594,1.26787841320038,570.504211425781,804733.75,272095.84375,281849.65625,249067.9375,112379.03125,5580730,-39195124
FC6,-3.12738961838477e-07,304.998168945312,159,1.91822743415833,1109.11865234375,2.85679221153259,0.248920753598213,1.06584358215332,96.2795867919922,11193414,1580786.875,535983.3125,359203.03125,110616.8359375,42493452,-416548064
T7,-1.77910166598849e-07,154.753982543945,9177,0.0168632436543703,212.979766845703,4.10992527008057,0.480853974819183,1.13381052017212,179.788726806641,984130.625,392498.875,656031.375,279445.8125,90635.5390625,8165895.5,-61603456
T8,-4.46769945483538e-08,137.240692138672,9324,0.0147190792486072,136.810363769531,4.04055404663086,0.56626570224762,1.22978687286377,391.063446044922,652833,257062.59375,421623.21875,223741.8125,104527.8125,5240002.5,-35911256
P7,7.71475924921106e-07,188.282363891602,3010,0.0625522807240486,338.924774169922,4.25951957702637,0.415243595838547,1.12884521484375,163.416595458984,2156926.5,582907.625,704821.9375,328651.34375,109399.078125,12984450,-107190544
P8,4.90649142648181e-07,171.806335449219,23176,0.00741311442106962,186.254486083984,4.17071485519409,0.516199469566345,1.1938807964325,495.485412597656,894915.5625,347888.25,516298.21875,268680.25,106186.8046875,7129750.5,-52225952
O1,-3.70978597175053e-07,192.600509643555,3037,0.0634180158376694,215.731826782227,4.54032373428345,0.47784224152565,1.20564150810242,400.445770263672,1061445,448176.90625,484497.4375,251505.765625,111552.9921875,8260301.5,-63397304
O2,-4.29617159625195e-07,209.293319702148,32814,0.00637817149981856,308.192108154297,4.40955400466919,0.475163787603378,1.13335406780243,406.878509521484,1395183.5,617567.9375,855105.75,405291.40625,131957.09375,11809889,-93665176
