Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-2.63275143908004e-08,63.2999725341797,140,0.452142655849457,36.679027557373,3.18402409553528,1.1372549533844,1.74956524372101,490.656158447266,149887.125,52888.96875,29465.671875,88653.90625,24698.52734375,1405010.75,-6505892
AF4,-1.26651302778669e-08,78.3719177246094,1432,0.0547289922833443,29.9354248046875,4.59476518630981,0.817589163780212,1.5586371421814,19.3256149291992,138374.421875,55891.7421875,28778.26171875,63545.796875,41272.74609375,1146305,-5908883
F7,4.3879190059215e-08,54.1278190612793,18048,0.00299910339526832,26.7237358093262,3.76151418685913,0.678684592247009,1.3303245306015,773.959167480469,126643.1875,64065.9375,38832.0859375,69768.640625,29560.5,1023813.625,-5103638
F3,-1.56369480919238e-07,80.4781036376953,4387,0.0183446779847145,64.168830871582,3.53378438949585,0.668505191802979,1.34131598472595,402.013397216797,319063.71875,154258.84375,98342.03125,164933.28125,61983.0546875,2462505.5,-14328565
F4,-2.55297116780184e-08,75.5245895385742,4667,0.0161826852709055,48.3574104309082,3.79887223243713,0.550916314125061,1.355260014534,57.4343948364258,326401.03125,88237.3671875,36478.109375,70902.578125,39385.4453125,1852923,-11252528
F8,-4.78682071758385e-09,100.153167724609,11515,0.00869762618094683,90.2918167114258,4.24716472625732,0.654115438461304,1.37638771533966,186.684783935547,443310.96875,205279.9375,121781.796875,192251.984375,88553.375,3577688.75,-23208400
FC5,9.01517935858465e-08,60.9372482299805,32637,0.00186712166760117,26.6704196929932,4.102463722229,0.742753267288208,1.36416923999786,1250.74182128906,113740.5,50302.28515625,32859.3125,79588.8984375,39406.359375,1021964.125,-5021700.5
FC6,-4.30813855700762e-08,40.4880218505859,34508,0.00117329380009323,11.8031797409058,3.8668692111969,0.873405873775482,1.40850806236267,115.706520080566,43330.85546875,20802.001953125,15049.130859375,38824.05859375,28332.8359375,451944.0625,-1727090.625
T7,4.95136767142412e-08,90.5942687988281,20101,0.00450695352628827,50.6196212768555,3.73319387435913,0.813457548618317,1.41399955749512,520.502014160156,182378.546875,104112.0546875,87774.6796875,152210.328125,85370.3671875,1965683.625,-10521358
T8,-5.64445947759395e-08,47.2664566040039,13386,0.00353103666566312,18.1865100860596,4.01788568496704,0.822559833526611,1.42295634746552,202.000747680664,73515.375,32968.5078125,31863.416015625,52453.07421875,33218.1484375,703690.0625,-3098904.25
P7,-9.53375121071076e-08,58.3075714111328,36414,0.00160124048124999,21.3655471801758,4.69847631454468,0.767575263977051,1.33915185928345,1343.18017578125,82050.59375,47461.9453125,39035.875,65633.7265625,35666.765625,824309.25,-3785051.5
P8,-2.36349279703063e-07,107.123649597168,10,10.7123651504517,67.6758041381836,3.92992353439331,0.696786224842072,1.40257430076599,133.376892089844,286944.5,143704.34375,95272.703125,159208.09375,75419.546875,2715219.25,-16808492
O1,1.38219448331256e-07,44.8936996459961,16993,0.00264189369045198,16.6763134002686,3.87082457542419,0.843205511569977,1.3753879070282,1359.13635253906,56229.765625,28859.814453125,23377.984375,59396.58203125,36615.140625,663698.5,-2902659.75
O2,-8.09770526188913e-08,38.8834533691406,12174,0.00319397519342601,14.5487184524536,3.64997982978821,0.980929911136627,1.53252172470093,205.999893188477,49907.78125,21879.841796875,18174.91015625,46280.1640625,35264.0390625,582168.625,-2366050.25
