Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-3.2510209333984e-13,292.3071,13989,0.0208954964615055,893.000365077155,7.57899223328589,0.461664790317389,1.49306998779637,24.8840944422857,1240007.96651592,468201.062751961,147954.932784005,1015763.60947217,130153.938583515,35015396.9929147,-361678453.925196
AF4,-3.30533235183279e-14,275.641,174,1.58414367816092,291.015819391865,7.86400603719925,0.697875264256287,1.47547592306091,20.807731132914,341125.190228708,144303.310789902,78805.9780319322,761360.084917721,134052.820006138,11146074.7253404,-93398153.1715619
F7,3.67839422230549e-14,431.154,13456,0.0320417657550535,1336.01257828764,5.4979564906432,0.323423492806634,1.42329887791447,10.4992008667629,585713.961270053,172500.908982053,94695.9313296795,847668.092352829,165845.870432194,51223625.3133193,-567131908.423729
F3,-3.88301240070241e-13,309.7436,15708,0.0197188439011968,528.836234768586,8.84726892998439,0.543404723023204,1.30585092721358,148.606902950037,284534.494387042,238426.391725099,142849.538374749,1114172.99507958,198469.898597069,20236680.3161865,-193724499.134956
F4,1.77831096195076e-13,193.4617,32945,0.00587226286234633,609.236827307982,5.02185562752008,0.511311780290801,1.40145272453039,8.0905113483301,665638.20322185,278145.297419599,153721.362486668,997266.291041001,140517.598728541,23366106.6513025,-224404844.27214
F8,4.66246210427009e-13,623.0768,241,2.58538091286307,2736.22532734195,5.02904506368358,0.271095677708096,1.23187142585504,6.20313669923991,2961565.90250998,811604.410665903,214887.976197598,1696413.06854227,119708.367470703,104699171.412417,-1219350507.92768
FC5,-5.1238876503976e-14,312.0515,129,2.41900387596899,961.306035838504,5.26813624697173,0.419520618018466,1.38802542556328,12.2102582620691,863139.873745579,394416.084528411,217855.869394591,970342.205636959,236294.449910369,37070377.5938614,-381736556.934454
FC6,-3.11836350367696e-13,256.7952,16800,0.0152854285714286,822.534946251517,5.90126764585892,0.472658798512022,1.35234612757328,0.010418583280538,969485.459629441,373828.084082536,146612.847777536,1283178.63567938,147313.253687144,32346110.4668198,-323810474.324748
T7,2.30732091385547e-13,306.6666,13217,0.0232024362563365,1568.77448854303,3.69456990067961,0.334211004380082,1.36695613306531,94.0379813170136,1491507.64561865,530146.309999924,244633.55781975,1000666.84413867,303305.598454609,60409044.1209183,-655432451.221787
T8,-2.2494402497169e-13,280.7695,16729,0.016783400083687,828.788194661195,7.36015973687233,0.470975402007117,1.38407502349072,0.0104633950214156,994611.925427959,365427.351052489,151806.886826629,1214930.12495461,147095.763691056,32582112.5278598,-330512548.522911
P7,-1.80127004438826e-13,494.6156,662,0.747153474320242,2052.32300894336,5.61344818068908,0.286646251732805,1.37741357387197,50.6408577478469,891921.369928949,342367.473933312,143793.197573695,970831.155021625,254538.321105273,78834717.3159553,-915124077.079945
P8,-1.03235254125914e-13,413.9743,84,4.92826547619048,2471.06618509499,3.3618241326253,0.281369582692941,1.25626937484639,11.9538776897445,2338846.28478818,795203.707504748,214718.373581113,1567664.93704924,152985.045978198,94755807.7419411,-1074744491.17096
O1,-6.90273358125952e-13,223.2053,12939,0.0172505835072262,723.626889897959,5.55194599368134,0.488075199717797,1.36592667794828,33.0263167982791,671473.847449992,265544.303102409,157407.285626637,1139935.13965515,163827.787747231,27835644.1573782,-277740678.506757
O2,2.83705901788927e-13,207.6924,24230,0.00857170449855551,565.500834890256,5.71025642258296,0.54374656882939,1.40151833688343,28.4422305799408,579556.930498515,263043.699397631,143181.507171015,1039362.18983743,165424.66256045,21738945.7709945,-207748328.952048
