Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,2.91112249159058e-15,217.4044,23137,0.00939639538401694,259.537755355093,14.0567487684757,0.39974286620842,1.38852764676628,3.91705481066572,987727.722823494,274965.127117893,146730.749615506,164036.862325651,112184.626211359,9939163.28609479,-89122150.3173512
AF4,1.09074216887569e-14,474.9048,32621,0.0145582538855339,1061.26993104237,9.12724619025374,0.260483053794496,1.29222225882633,130.581749879305,3435603.52501345,725284.227153389,353670.333753308,350034.702792794,161822.973454923,40644628.5122964,-436386618.708222
F7,-3.71208983358513e-15,152.2358,1948,0.078149794661191,157.652349622959,5.72167018755868,0.529772232984549,1.40876446926315,346.501350465306,378973.273346309,156420.539924512,121748.422277733,188342.65469649,124631.783181405,6044260.82202339,-47252037.3827811
F3,-1.12521794315079e-13,287.7869,20693,0.0139074517952931,282.156113396205,21.745984039243,0.432204769136064,1.50248123281081,55.2971977420883,372172.379046389,100940.913862651,194870.064935723,161768.294434883,132478.805592498,11001255.0822294,-105990472.289579
F4,5.73605554749344e-15,1743.4053,203,8.58820344827586,5367.77671208925,96.9524897301587,0.123550392215338,1.26609196491827,0.0295413069471534,5569182.23591315,803367.023793911,520384.248302364,377323.478647407,182712.688943936,305847464.819226,-4776641552.48469
F8,-3.21575756600409e-15,836.2508,589,1.41978064516129,2094.27199822815,22.0199298572894,0.176667254043381,1.33383501386829,0.0414078284659687,4350468.12586394,474628.637333937,221303.274835999,290063.222310269,167202.254644437,89369219.7273305,-1146514091.20933
FC5,3.94688174459652e-15,255.4634,27343,0.0093429177486011,331.835374794939,8.8526408199364,0.358153983637463,1.3865976725521,4.69487278381302,548554.09583595,167330.780625601,124631.096612988,188460.672517319,119020.263077314,12776719.6841805,-122869627.493931
FC6,-7.36325265228756e-16,1316.939,417,3.15812709832134,3981.11676464924,108.191769586461,0.126414838950687,1.40541998832048,25.8214279580163,2291160.5555092,148859.086440545,109812.662908893,261660.139787575,193935.809918677,152339831.62636,-2319027137.46911
T7,-5.45371084437847e-16,265.8903,27157,0.00979085686931546,378.846607142256,16.0562828754595,0.342891551679479,1.35008591399766,10.6225099104694,801212.640806921,252900.546097972,165389.340565597,224870.196966344,112632.959963345,14538423.9058175,-142778520.991263
T8,-1.96749677328531e-15,344.0932,33034,0.0104163346854756,360.849061992059,16.0497040637665,0.392844819878483,1.36427792995937,14.6040799984809,844993.413203692,237333.98802631,224850.773843786,241136.044141758,157579.316058269,13988460.1548078,-133280562.877057
P7,2.92746876387618e-15,164.2259,394,0.416817005076142,121.708655747713,7.00358834083619,0.549780546312495,1.39667027182601,444.238552322373,402307.893006759,146391.503440001,114313.758458721,171673.878782037,97443.5434823569,4661128.70621488,-34663705.2066377
P8,-9.91475715359487e-15,265.3692,1263,0.210110213776722,426.271345146232,9.3855578760587,0.391101854924506,1.38250103419839,311.844714757281,922508.156051021,230758.515439052,290673.148356585,264090.865231902,187456.809636876,16324248.5824807,-156319330.144152
O1,4.06576372485545e-15,259.1129,1059,0.244676959395656,555.29421257072,6.03029496652991,0.297925557280344,1.38231311584563,210.418847728602,1025125.22339156,173847.39161857,136920.66708317,223672.045359495,138509.273406754,21320623.3849901,-213490422.021494
O2,1.77223312071002e-14,161.0981,9443,0.0170600550672456,278.281790556358,6.47812454711427,0.522237526517152,1.40084490501159,7.59072148575737,517894.337135807,131152.259459594,119024.263490347,347030.652312884,231929.498775468,10658842.3004913,-94122332.2339094
