Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,1.05310057563202e-07,170.861785888672,1064,0.160584390163422,200.671081542969,4.02337026596069,0.715610504150391,1.48846077919006,305.860931396484,1253961.375,341993,120645.109375,507332.375,90392.3984375,7700738.5,-54640216
AF4,-1.41211216941883e-07,152.57373046875,489,0.31201171875,202.584487915039,3.47395610809326,0.801329731941223,1.25630307197571,501.905120849609,802720.375,338121.15625,135207.546875,1056342.25,110537.578125,7761620,-52435732
F7,-1.86087660836165e-07,198.044555664062,14267,0.0138813033699989,225.149978637695,5.39086771011353,0.741171598434448,1.27653133869171,295.938018798828,939866.1875,329060.6875,144279.203125,961701.125,103194.9921875,8625256,-63193664
F3,2.5928612146231e-08,216.782409667969,63,3.44099068641663,210.060501098633,6.3879222869873,0.68830943107605,1.55177760124207,154.844314575195,1461005.5,366133.46875,99724.4453125,405442.4375,65882.0234375,8050260,-59823136
F4,4.46769945483538e-07,281.1435546875,28156,0.00998520944267511,688.574523925781,3.86474657058716,0.502769649028778,1.17351651191711,4.42923021316528,4379679.5,857962.125,332268.09375,1471246.75,121598.203125,27201370,-244581264
F8,-1.47593638644139e-07,401.965209960938,95,4.2312126159668,712.024658203125,6.76745891571045,0.499347329139709,1.17341268062592,28.0449619293213,4173907.5,787655,269346.75,1555386,103650.859375,27431556,-254923872
FC5,-2.03838780521437e-07,241.031112670898,3980,0.060560580343008,490.467681884766,3.76384520530701,0.598950505256653,1.18191134929657,236.53044128418,2926701,699912.8125,259273.921875,1528835.875,112201.375,18814976,-153712240
FC6,2.27373995187463e-08,152.827087402344,101,1.51313948631287,196.468811035156,4.0106520652771,0.787363648414612,1.3458878993988,346.081787109375,845053.125,306554.59375,129151.34375,834468.5,114783.5546875,7522727,-52000576
T7,1.73921151258583e-07,239.749633789062,11529,0.0207953546196222,500.340576171875,3.88165283203125,0.59297651052475,1.18121898174286,187.261154174805,3002610.25,672887.875,219539.5,1565712.5,87889.625,19233404,-158724528
T8,-1.11692486370885e-07,142.722534179688,98,1.45635235309601,191.908416748047,3.3290331363678,0.822890043258667,1.22526502609253,382.450988769531,677376.8125,307241.96875,164589.109375,1085982.5,104208.6015625,7362948.5,-49140280
P7,3.22312587286433e-07,200.639770507812,8427,0.0238091573119164,390.185119628906,3.74799728393555,0.650035619735718,1.22428810596466,34.9718742370605,2101520.5,621529.4375,257507.78125,1336457.75,141526.25,15119451,-119518200
P8,2.07428900722562e-08,347.385498046875,1352,0.256941944360733,617.55126953125,5.6342658996582,0.533946990966797,1.17962419986725,50.1920700073242,3633667.5,763326.625,243487.4375,1542362,99444.984375,24065744,-213181632
O1,1.49987045006128e-07,135.94010925293,100,1.35940110683441,184.523864746094,3.6136519908905,0.830548703670502,1.30313968658447,402.577575683594,679119.6875,289339,136065.078125,957624.5625,108873.9140625,7067353.5,-46886032
O2,-9.65342223935295e-08,539.93701171875,52,10.3834037780762,349.996337890625,53.3545570373535,0.615315020084381,1.2241632938385,71.0575714111328,996530.625,282665.53125,129759.546875,1127493,108889.7109375,13395330,-132915056
