Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,4.24482970762047e-15,343.3332,7544,0.0455107635206787,694.941258427984,12.1670458494887,0.136586748995712,1.34456671275684,119.844167676715,929055.013276483,129255.745942358,43482.1815988951,47477.2773389198,33987.1756422789,26613300.1545926,-305406820.530503
AF4,1.50905813691181e-15,376.9234,654,0.576335474006116,341.089516556112,17.1940605750573,0.24732578303098,1.27776586225725,29.716810030778,1454687.37001031,292205.899005676,95277.7099928728,90813.7646399908,46911.9513694781,13051518.5410618,-129008724.249161
F7,1.00752478269444e-15,276.6665,443,0.62452934537246,202.021102086047,47.6774042577095,0.242233301656676,1.41950661115477,0.637933073655005,125215.766008945,41166.7337271454,30406.1784928961,46722.8413386078,33664.0519034073,7989468.13770611,-89389432.1450889
F3,-6.5669662882657e-14,124.1026,5050,0.0245747722772277,54.63654321212,22.229095859749,0.476189149666615,1.4866646762086,118.728613365312,77650.275103488,29865.7124178205,39205.9259944435,42751.0259428982,31336.0201158305,2143764.4999727,-16982924.5533284
F4,7.18492968189916e-15,623.5896,311,2.00511125401929,1175.25888974376,25.3272820853888,0.181722994389907,1.27952793573089,12.0736011753317,3130560.91944819,394518.266054103,185999.013290227,166546.052370343,95529.9029930995,45477870.8953895,-542187442.883823
F8,1.77375629608209e-15,1090.7693,196,5.56514948979592,2128.44853667953,57.1501171162437,0.111422674990796,1.22768023371854,6.26733860810871,3501345.12471202,327973.864513403,126001.276156037,123413.162978332,57574.4614639737,81491264.5134568,-1101535999.76502
FC5,-2.31894162742578e-15,1418.4617,7916,0.17918919909045,10116.8813727865,20.4574482227715,0.0509041261004359,1.29778998184268,5.97459778112877,4888884.3772815,83827.1658555045,41663.7216221147,89674.8436288736,71608.6277863051,391113897.285132,-5936181048.12434
FC6,1.50237102552224e-15,984.6152,9437,0.104335615131928,3826.08023097632,34.1252118746016,0.0632775525675404,1.30738281846904,45.1737093985689,3405915.93523168,60853.6270541095,28387.5014564686,50912.5796615877,40700.9683240233,148645467.903917,-2155283448.81771
T7,-5.18808391973743e-15,84.8714,5024,0.0168931926751592,38.4499858965056,8.61382558676005,0.529337075606877,1.39515634893509,194.354065158344,109346.090030098,44654.6554022686,30560.7064763961,48870.9063983893,29617.5682938057,1473553.2945182,-9511652.13642586
T8,-4.45584522258007e-15,94.3588,35094,0.00268874451473186,59.3265659409452,7.03457891128614,0.451535805124069,1.37433744508884,75.0492577956047,164614.487872546,49895.3842767805,51360.4766504884,50290.6197618682,34033.6673504986,2270561.35472944,-16118180.372594
P7,-3.80180857806179e-15,76.4104,3946,0.0193640141915864,37.1254213819655,8.66967644201914,0.534106802777158,1.35283529285743,893.123328322212,112969.024713851,49471.1641998609,39349.472396487,53687.7549460426,26991.2194774866,1430384.63554439,-9028381.11796906
P8,1.06399372331744e-15,90,1759,0.0511654349061967,50.1289700261356,5.71290964057832,0.556621761157397,1.36783112435398,137.989792262012,153814.693734875,61487.8416070562,75386.3385571157,66312.0482610502,43733.4409788705,1919896.09354014,-12011623.6976661
O1,3.49215817010611e-17,202.5644,3840,0.0527511458333333,272.448804220697,12.4770766313238,0.212421053797409,1.36239963816187,93.1909932889771,602520.473789266,83726.7758967198,43805.3298407859,49486.5463429019,33927.1164502649,10441118.0175453,-103436663.806051
O2,1.74630198876604e-14,110.769,337,0.328691394658754,57.4745849228741,12.3882697207632,0.42450866056099,1.4471894936612,10.9631982256388,95464.7141965043,27414.6867735974,21672.061251211,37472.4551164619,32727.1165371308,2269045.42545511,-18090298.4769755
