Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,1.78358931179901e-07,74.1228866577148,6315,0.0117375906556845,72.8811950683594,3.34186506271362,1.06418693065643,1.58488535881042,735.001342773438,277233.90625,134135.90625,38404.3984375,354213.5625,36657.34375,2847649.5,-15237513
AF4,9.01517935858465e-08,77.017822265625,9484,0.0081208162009716,106.171447753906,2.58574771881104,1.05462992191315,1.24274742603302,592.88525390625,161308.3125,75719.4609375,38034.76171875,987080.375,67623.859375,4090833.5,-23207398
F7,2.07029998477992e-07,81.4793701171875,8408,0.00969069544225931,77.1655578613281,3.15402245521545,1.09744369983673,1.38722586631775,595.639587402344,126728.15625,70624.3515625,32730.341796875,636250.875,46049.328125,3027535.5,-16402948
F3,5.10594233560369e-08,77.7318878173828,7118,0.0109204677864909,63.3373413085938,3.45902419090271,1.08859658241272,1.56106734275818,330.550720214844,198436.53125,99928.4140625,31554.294921875,346885.5625,36484.984375,2508461,-13252277
F4,-1.60757394951361e-07,148.640930175781,19402,0.00766111398115754,239.331481933594,2.94009685516357,0.828406035900116,1.22043478488922,137.026672363281,729982.4375,440275.28125,129808.5703125,1390205.625,114903.8046875,9171050,-61889764
F8,-1.40413405347317e-07,129.434143066406,543,0.238368585705757,234.964416503906,2.83118009567261,0.817744135856628,1.28381538391113,129.794006347656,992424.1875,474963.25,188796.828125,1149180.5,156136.0625,9044474,-60899800
FC5,-7.97803489938076e-10,118.975631713867,3353,0.0354833379387856,180.697296142578,2.55490255355835,0.950348436832428,1.2321218252182,134.21174621582,348128.78125,400921.6875,147779.03125,1332604.125,118906.5390625,6941050.5,-42493932
FC6,7.33979206302138e-08,79.857292175293,420,0.190136402845383,69.7439346313477,2.97095465660095,1.124720454216,1.34941029548645,344.572509765625,82382,50971.1953125,25628.421875,638509.75,51443.828125,2711244.5,-14286995
T7,-1.97855257511037e-07,107.862106323242,7584,0.0142223238945007,206.077758789062,2.66486167907715,0.880004286766052,1.28345465660095,167.273468017578,828469.875,476003.53125,187078.40625,1153779.375,150950.4375,7901606.5,-50405604
T8,-5.10594233560369e-08,86.2930603027344,18827,0.0045834737829864,123.168998718262,2.8602991104126,0.959633052349091,1.27697968482971,204.858062744141,350711.25,185425.40625,69199.0234375,929616.3125,72742.078125,4723508,-27554272
P7,-1.01719940914791e-07,124.420135498047,7468,0.0166604351252317,185.540069580078,2.6151020526886,0.940935611724854,1.23419654369354,121.717330932617,374589.09375,421593.6875,147612.359375,1354542.5,115991.484375,7099806.5,-43709620
P8,-9.17473954586967e-08,131.195465087891,6674,0.0196576956659555,191.459915161133,2.71985363960266,0.917214870452881,1.26297557353973,131.261978149414,486166.53125,337297.5625,152698.34375,1232077.5,152858.125,7331541,-46098260
O1,-4.19844070620456e-08,84.215087890625,4572,0.018419748172164,73.4997482299805,2.97164058685303,1.10741865634918,1.34884941577911,403.704559326172,103237.390625,56430.73046875,27828.5,654279.375,49949.7578125,2834217.25,-15016995
O2,-1.79505776909394e-09,89.3473663330078,11666,0.00765878334641457,86.775634765625,3.12747526168823,1.01250243186951,1.37487828731537,651.373352050781,230412.359375,109454.046875,39939.36328125,600487.625,77385.546875,3356291.75,-18559062
