Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,2.52624208050229e-17,492.3078,28596,0.0172159672681494,1892.85832955048,7.58418903887155,0.102772042705995,1.17343868078529,25.7043305851349,2734917.41514764,299801.339103932,156031.672540402,81561.9651777428,39004.2934842577,72413990.463443,-873559359.944918
AF4,1.12967601741049e-14,882.5643,5679,0.155408399366086,1066.63614980464,122.549428823979,0.118728370787646,1.23340435163494,45.5218278621806,1082539.59882953,148614.684774771,131512.381382593,64667.9721510415,31003.9855162766,40972346.440397,-538179564.627222
F7,-3.34058364527597e-15,383.8462,4139,0.0927388741241846,1060.74379730202,9.65536673638461,0.110208439951464,1.3062846380516,37.4903460945131,344032.996222035,73892.3548585788,92943.489672587,54200.1886993854,31261.9228972976,40629391.019706,-482053060.15209
F3,-1.72586914840904e-14,253.5896,253,1.00233043478261,651.772742728903,7.00630567683022,0.135450659194057,1.37542566714203,178.679461334044,394405.635694623,55779.4229918041,46757.7568435369,48124.0698844083,32896.5050481964,24946860.1328851,-275309253.624703
F4,4.04941745256985e-15,344.615,8848,0.0389483499095841,888.997343773569,8.28087237259138,0.175099221239157,1.32899348137284,144.261328272642,671214.310442437,131136.789874773,138955.753104631,114606.95932944,76018.4169953563,34099421.2349262,-386861027.209367
F8,3.8042233682858e-16,1233.5899,200,6.1679495,2267.80735781424,87.857590834227,0.104166072193238,1.27364710077579,32.0859136554742,1312327.99220374,184466.389810304,146076.642198633,108371.406017299,62776.1783223066,86750130.144879,-1215091716.14771
FC5,8.25338147947631e-15,305.1286,28668,0.0106435258825171,986.691970119728,7.35126225560018,0.1394937887519,1.3873455456232,14.0196168804482,251817.694911411,58373.052378872,60141.0691957621,77911.7465596234,59613.4450161941,37780036.6638287,-433075152.880722
FC6,-2.53775877233987e-15,233.5901,333,0.701471771771772,502.894400179004,7.8741434630433,0.200382779854048,1.39423379889796,279.335970954283,363962.314626218,71875.9719786729,53608.6715962245,76251.3430218134,64603.5650378776,19255187.6083522,-206179831.795881
T7,-1.96749677328531e-15,291.0256,4641,0.0627075199310493,929.737138828705,5.50965572558889,0.14420314593508,1.36059600213496,50.5586145786142,371899.38193082,97407.7142512582,103503.25552389,82921.926885399,46691.1632512371,35629404.5538794,-398867144.478483
T8,3.64521871968948e-15,1321.2822,528,2.50242840909091,4615.48220107286,53.0332502475835,0.0757239030201748,1.10294576114233,43.8257637936765,1585976.95786687,150191.58764963,502110.336284871,99349.6759971434,45161.1889899995,176554521.024886,-2648552535.63262
P7,-3.23061781353646e-15,1352.1797,255,5.30266549019608,2738.8880107076,126.72166178484,0.0839572300861562,1.20511604792298,100.654533177663,1506816.92053904,159161.102994994,158814.426563274,100514.099569546,38798.3069379127,104782986.286219,-1537534135.01771
P8,3.89375635966831e-15,1208.7182,255,4.74007137254902,4093.15728060644,52.1075369390597,0.0780260302663325,1.17209572467615,44.2558946626073,966844.98841756,216303.764695585,294581.170530647,119400.932809177,47081.3734189298,156578343.158801,-2323335443.66391
O1,-4.99304317087512e-16,265.3845,17094,0.0155250087750088,778.526470615125,4.76364176760384,0.140624188410224,1.27124625904935,62.6214528310238,1032991.14367545,137602.603915148,77579.7076345489,79728.8619891951,35068.5064265587,29783342.2547254,-323001002.946652
O2,3.38665041262631e-15,1112.0511,234,4.75235512820513,2096.2161057109,72.0308165216076,0.0917385737012213,1.23836565168798,48.4815557756022,2106098.92717884,265849.762794817,75406.9961174736,69432.2134400288,40220.050432523,80211049.7281135,-1142880110.31378
