Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,1.47510618636224e-13,2884.7576,193,14.9469305699482,22531.0380904249,45.5539160422289,0.0732423582622577,1.31410141727835,8.30950366683875,16959559.8262035,1056942.65137081,384107.12135357,491102.970631329,262170.260074133,888832824.708169,-14144059878.5964
AF4,1.62571108004089e-15,1396.5898,6735,0.20736299925761,8133.23918176529,16.6025202474651,0.118365301323171,1.35800240836233,33.4062082361535,11863834.5519916,880932.661472841,332047.87319693,458698.64090256,255807.141901651,325125892.499699,-4605631911.31407
F7,1.03546204805529e-14,1195.2667,20686,0.0577814318862999,4378.47209381858,22.7614238545921,0.141969056176355,1.45320285646611,16.7336541811138,6304373.90346591,405196.3306106,155838.743628247,293127.089679483,219926.967334874,173328370.951007,-2386832174.0941
F3,-7.8866305703775e-14,1340.3844,27008,0.0496291617298578,4587.56716070998,61.201636421523,0.117968200470452,1.46434352550182,6.37780098174025,3123088.09772438,301811.188223506,127062.118763866,209512.279159152,159760.81466157,177214815.996086,-2596488732.56491
F4,-4.9471250060001e-14,3236.4319,252,12.8429837301587,39069.7899745613,28.3869207260735,0.0598604269267708,1.33218368978179,19.4067248137315,15135868.6209736,1173679.02354459,424221.344315479,560822.29686379,293244.314734573,1535035922.8206,-25539879074.7061
F8,1.82795904895639e-14,3012.3206,1164,2.58790429553265,38854.4697493895,26.936762137025,0.0579234815698984,1.31955265576562,16.0072595042731,13652701.2203254,1083569.64953962,409328.856433419,553240.942386545,279105.293109784,1521975244.94711,-25090543406.4513
FC5,-4.99155714612188e-15,1487.5915,747,1.99142101740295,9202.35356312713,41.8138298236601,0.0885107204378178,1.46108656228252,30.6238733374319,3182735.65186468,199628.902684895,109150.873841717,239566.06290191,199061.582815393,353373143.29912,-5395178478.64163
FC6,-2.53723866367624e-14,2048.0636,378,5.41815767195767,10306.0075708869,77.2486243060255,0.0740101277389447,1.42595328543882,21.3391988080288,3342298.58032714,170533.934320714,97264.9395175245,203324.139826191,163365.613698194,394260690.472338,-6362089535.77855
T7,4.92334860994832e-14,641.5564,739,0.868141271989174,1142.2132768662,24.3144988905838,0.245764486302853,1.43778227427953,120.757732990928,1753916.66262634,248128.894018802,150611.38110583,257430.094570226,196048.108030049,44343863.9736669,-536333194.046837
T8,-3.46429520598292e-16,575.7218,739,0.779055209742896,905.433815006884,35.1611163524485,0.254119411143741,1.43265485166294,172.037460644772,948256.974077958,209858.446553133,149988.748782475,218429.563238006,174761.558763094,34702147.6499135,-420295761.731579
P7,-1.11986825403913e-14,721.9283,699,1.03280157367668,1607.35700785949,18.9850388917279,0.228636535494945,1.44136001884314,103.482353185169,2353994.49945466,262340.437329514,151037.969366407,330528.177317997,223262.495251054,61898677.0633179,-766417266.613956
P8,-3.55635443944593e-14,1808.0498,6268,0.288457211231653,9197.1119500832,29.536997187308,0.100634250906056,1.39007805852588,5.61676821824939,6744023.58304806,465340.904465282,173260.466606924,338322.459313064,264603.827301127,413244945.376003,-6225551097.38616
O1,3.21932402541186e-14,1142.2539,24865,0.0459382224009652,6521.39690745152,16.4177977038794,0.133823372327116,1.31694972758269,94.9340938825633,12808112.3795618,1158481.48756258,257703.076671452,469347.791743468,303015.174677452,252827523.036534,-3430599249.9425
O2,-2.41211537945372e-14,836.9073,225,3.719588,1656.29496590676,34.8669374000426,0.249845739942499,1.39223287425895,40.7598166138622,2403151.89015111,314568.590682162,175336.686885795,450682.90787117,304995.413740472,65230440.9797619,-824147574.762508
