Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-4.34403972349173e-07,403.705596923828,5558,0.0726350471377373,1274.8916015625,5.95805549621582,0.259230822324753,1.19142830371857,157.603134155273,11208867,1245842.375,476365.125,382232.8125,196633.875,48974632,-513683232
AF4,2.24980581720047e-07,302.74462890625,11544,0.0262252800166607,548.253479003906,8.86815929412842,0.324336767196655,1.26218962669373,159.51008605957,4217967,694353.8125,287164.09375,245049.375,145771.03125,21066800,-201301376
F7,2.07428900722562e-08,195.143432617188,21138,0.00923187751322985,238.524002075195,4.53591632843018,0.502370476722717,1.29370212554932,62.2520446777344,1599986.375,460029.65625,297889.21875,278864.9375,165934.8125,9492851,-74989928
F3,-6.06330630148477e-08,160.123031616211,30093,0.00532093970105052,123.304206848145,5.09899950027466,0.647717893123627,1.3854808807373,520.999389648438,687577.6875,255545.578125,149271.6875,226393.1875,140806.640625,4720304,-32196990
F4,1.53178262962683e-07,323.607482910156,11057,0.0292672049254179,759.545776367188,4.91924142837524,0.354771226644516,1.24882459640503,186.583511352539,5414889,1026993.125,504610.25,453545.4375,240235.71875,29084844,-277621984
F8,-9.57364179043907e-08,283.466339111328,3904,0.0726092085242271,574.890502929688,4.84977436065674,0.376156568527222,1.26630079746246,176.747589111328,4123025.5,827375.6875,411307.65625,373921,216835.546875,21999382,-203463216
FC5,-1.21266126029695e-07,228.539978027344,27152,0.00841705873608589,381.778686523438,4.59384918212891,0.430396467447281,1.3165762424469,230.294631958008,2497073.25,496924.53125,266336.75,315395.875,205762.015625,14821181,-130031200
FC6,2.99974090012256e-07,179.169128417969,22995,0.00779165606945753,221.578063964844,4.58202457427979,0.53257292509079,1.35168063640594,256.833557128906,1322822.875,332956.59375,192364.9375,265836.90625,194060.578125,8480489,-66567968
T7,3.19121369329878e-08,127.09806060791,18927,0.00671517197042704,154.837966918945,4.37964916229248,0.688007533550262,1.31303942203522,447.632446289062,696700.125,268790.9375,334907.9375,360900.46875,203814.21875,5928453,-40527772
T8,-7.18023116519362e-08,214.692474365234,14759,0.0145465461537242,217.960525512695,4.69455718994141,0.619511425495148,1.28614044189453,364.859771728516,1104038.875,354534.71875,531396.75,399042.5625,223468.03125,8378613.5,-61985344
P7,8.29715602890246e-08,158.039215087891,26039,0.00606932723894715,186.312591552734,4.29449033737183,0.5844486951828,1.32780432701111,358.299835205078,974447.5625,279870.34375,238964.84375,303566.375,183054.53125,7154931,-53766736
P8,-3.78158830471875e-07,146.922241210938,10269,0.0143073564395308,221.111862182617,3.80461072921753,0.669676959514618,1.29678773880005,354.786987304688,1060616.75,377219.8125,474670.34375,517941.875,265209.6875,8462732,-60139728
O1,-1.34030983645061e-07,172.868347167969,11,15.7153043746948,206.319061279297,4.61527681350708,0.732445061206818,1.33378493785858,10.3225107192993,950328.0625,250397.34375,198692.9375,600002.875,303264.25,7937041.5,-57417140
O2,1.62751902621494e-07,133.4501953125,8424,0.0158416666090488,171.369812011719,4.26188039779663,0.675317287445068,1.32294130325317,366.639739990234,863785.75,373662.8125,244874.84375,400456.375,227060.234375,6565069.5,-45476572
