Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,-5.29741498667136e-07,220.314300537109,4865,0.0452855713665485,256.780853271484,6.67529058456421,0.341021746397018,1.25472402572632,62.8936958312988,2056033,339268.4375,152514.5,133989.328125,76437.2421875,9937847,-85328896
AF4,-2.39540497659618e-07,144.346313476562,17241,0.00837227050215006,80.0905685424805,8.60402297973633,0.441566079854965,1.31083333492279,337.691558837891,520760.09375,136102.125,74677.3671875,69164.7421875,41765.765625,3231369.5,-23755570
F7,-5.02616188668981e-08,95.9664611816406,8095,0.0118550295010209,37.7794532775879,6.44671535491943,0.656534790992737,1.35841751098633,48.6385383605957,185458.265625,78856.5234375,61375.6171875,66639.1875,50660.44921875,1488323,-8558556
F3,7.18023116519362e-08,93.6844177246094,2034,0.0460592024028301,24.4292068481445,7.53698825836182,0.738540053367615,1.44072103500366,59.7576751708984,99182.75,58375.18359375,29638.580078125,49197.515625,37542.08203125,954803.9375,-4992436
F4,-1.00722687079724e-07,161.904373168945,8221,0.0196940004825592,198.365386962891,5.03924798965454,0.436135083436966,1.30376970767975,117.939743041992,1287314.5,299680.625,154688.53125,167296.1875,107805.75,7640250.5,-61798448
F8,1.24457343986251e-07,103.662353515625,9935,0.0104340566322207,88.8094329833984,4.56732320785522,0.483793497085571,1.35266292095184,94.2355194091797,565292,106390.4921875,67820.1171875,85534.625,64391.8984375,3578772,-26549010
FC5,4.94638143777593e-08,98.7779235839844,3558,0.0277622044086456,53.208984375,5.95351934432983,0.610524237155914,1.38021433353424,3.13834977149963,280833.875,72828.6953125,52783.78515625,76295.6875,65144.4765625,2102342,-13626047
FC6,1.24856242678106e-07,70.717399597168,2949,0.0239801295101643,39.3758316040039,4.29932117462158,0.629713952541351,1.3979309797287,90.7493591308594,223473.5,47633.4140625,34880.9140625,59182.9765625,52156.015625,1536414.125,-9199676
T7,2.75242193481517e-08,72.1865539550781,34751,0.00207725120708346,27.2962818145752,5.02878665924072,0.758327305316925,1.35025775432587,2.69984245300293,97886.953125,52017.4296875,59334.46875,70069.8125,47625.4375,1046090.0625,-5200790
T8,7.02067026736586e-08,82.8763732910156,1354,0.0612085461616516,54.7749137878418,5.01904249191284,0.81442004442215,1.34341788291931,97.3611526489258,138930.578125,75407.9609375,197842.34375,139681.9375,113367.796875,2145573.75,-12226913
P7,-3.27099414221266e-08,76.2153472900391,13,5.86271905899048,22.4508361816406,5.21772384643555,0.775330781936646,1.35305118560791,2.46852445602417,77960.4140625,40368.69921875,47479.984375,61568.67578125,40739.890625,866844.8125,-4108406.5
P8,-2.55297116780184e-08,102.657470703125,1159,0.0885741785168648,82.2112274169922,4.34086656570435,0.755297899246216,1.33042931556702,86.3009262084961,286822.21875,138721.9375,243820.03125,196108.5625,142663.6875,3286158.5,-20299942
O1,1.1647930620029e-07,118.948234558105,1819,0.0653920993208885,83.1411666870117,6.58194732666016,0.561923444271088,1.35482621192932,8.19720268249512,474644.9375,125455.1484375,60018.84375,113497.3125,81859.5703125,3187699.5,-22586234
O2,2.79231215927211e-08,70.9816207885742,5081,0.0139700099825859,32.3759994506836,4.2534236907959,0.832650184631348,1.39160132408142,2.58701801300049,127747.578125,45078.80078125,39676.98828125,94457.34375,75932.984375,1259251.875,-6407850
