Channel,Mean,Peak_to_Peak,Peak_to_Peak_Time,Peak_to_Peak_Slope,Signal_Power,Kurtosis,Mobility,Complexity,LAR,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,WT_Energy,WT_Entropy
AF3,7.65891314813416e-08,791.449890136719,104,7.61009502410889,701.946960449219,92.7282562255859,0.161533489823341,1.19092237949371,2.01180028915405,4099705,343817.09375,69271.5,66043.8046875,43435.609375,26997434,-334617536
AF4,-5.90374575892838e-08,677.027404785156,106,6.38705110549927,544.551574707031,78.9144058227539,0.148279666900635,1.25054156780243,2.51144218444824,2786427,137883.828125,43123.390625,44057.87109375,28938.677734375,23873920,-306470624
F7,1.59560684664939e-08,367.664611816406,200,1.83832311630249,117.505317687988,60.806453704834,0.339963793754578,1.28861975669861,6.22187089920044,925243.1875,172971.875,45807.984375,54795.484375,37122.390625,4562173.5,-43066192
F3,-2.78533121900182e-07,469.3505859375,4437,0.105781063437462,157.707229614258,93.6137008666992,0.309090882539749,1.27315354347229,3.96713042259216,1275001.5,216908.203125,46956.52734375,62052.40625,38832.7578125,6058691.5,-58119796
F4,-6.22286719931253e-08,824.808898925781,105,7.85532283782959,1108.22863769531,51.520622253418,0.18264265358448,1.15814888477325,2.03394055366516,6539152.5,690636.4375,176685.3125,158918.5625,77416,42468920,-520668128
F8,-1.3881779636904e-07,842.843994140625,207,4.07171010971069,763.14306640625,78.407356262207,0.172169968485832,1.19770622253418,2.05088353157043,3573450,347695.25,104559.84375,98902.953125,51998.1015625,29548880,-366415424
FC5,9.97254362422595e-11,832.248657226562,256,3.25097131729126,764.309814453125,132.966781616211,0.140458852052689,1.29920971393585,70.7935256958008,2185187.75,158077.125,45198.73046875,55756.78125,40557.8359375,29388940,-408808224
FC6,7.43951744652804e-08,841.907958984375,93,9.05277347564697,462.467834472656,201.204376220703,0.160051211714745,1.26834774017334,2.02166271209717,1611391.25,138565.078125,46487.78515625,45286.3359375,32238.5703125,17708854,-231572880
T7,-7.18023116519362e-08,428.311157226562,33,12.9791259765625,103.360801696777,218.459991455078,0.364493876695633,1.34373462200165,3.84407734870911,588276.8125,73922.8515625,38486.09375,58935.546875,40297.7578125,3956408.5,-40091620
T8,-3.11143359965627e-08,324.2099609375,157,2.0650315284729,64.2182312011719,74.1693496704102,0.409125566482544,1.35811448097229,6.2979531288147,375462.28125,64559.18359375,31963.75390625,42834.30078125,33136.30078125,2468148,-21346838
P7,-6.58187886415362e-08,247.240905761719,87,2.84184956550598,74.5885620117188,59.616340637207,0.45675402879715,1.37681186199188,12.2888631820679,431171.65625,67028.390625,32079.57421875,63510.47265625,49153.17578125,2861997,-25611760
P8,-1.51582657537119e-08,591.532592773438,207,2.85764527320862,288.638824462891,98.3767166137695,0.358329951763153,1.29720854759216,4.33326959609985,1892212.625,300806.40625,117499.546875,173173.921875,103171.875,11099416,-120964456
O1,2.64072951949856e-07,711.587524414062,72,9.88315963745117,1488.44262695312,13.0255947113037,0.181230664253235,1.17529916763306,4.13278436660767,9810063,934317.875,184019.8125,194941.828125,107199.171875,57895664,-664416960
O2,1.02118846712074e-07,943.973388671875,157,6.01256942749023,688.759094238281,120.606384277344,0.208701565861702,1.32527673244476,35.7363700866699,3136336.25,177902.34375,63766.21875,134068.125,84030.75,26353258,-354757152
